level,dimensions,kg,representation,prompt_type,temperature_label,cq_complexity,n,syntax_ok_count,syntax_ok_rate,satisfiable_count,satisfiable_rate,deterministic_count,deterministic_rate,all_checks_passed_count,all_checks_passed_rate,nonzero_rows_count,nonzero_rows_rate,avg_rows
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,nen,0_shot,,complex,10,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,nen,cot,,complex,10,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,ttl,0_shot,,complex,10,10,1.0,2,0.2,10,1.0,2,0.2,2,0.2,3.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,ttl,cot,,complex,10,9,0.9,0,0.0,9,0.9,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,axiom,0_shot,,moderate,10,10,1.0,2,0.2,10,1.0,2,0.2,2,0.2,2.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,axiom,cot,,moderate,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,46.2
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,nen,0_shot,,moderate,10,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,nen,cot,,moderate,10,10,1.0,4,0.4,10,1.0,4,0.4,5,0.5,32.5
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,ttl,0_shot,,moderate,10,9,0.9,2,0.2,9,0.9,2,0.2,3,0.3,3.1
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,ttl,cot,,moderate,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,55.5
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,axiom,0_shot,,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,356.6
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,axiom,cot,,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,459.2
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,nen,0_shot,,simple,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,776.6
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,nen,cot,,simple,10,10,1.0,7,0.7,10,1.0,7,0.7,7,0.7,442.7
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,ttl,0_shot,,simple,10,10,1.0,7,0.7,10,1.0,7,0.7,7,0.7,242.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg,ttl,cot,,simple,10,10,1.0,7,0.7,10,1.0,7,0.7,7,0.7,474.2
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,axiom,0_shot,,complex,10,10,1.0,4,0.4,10,1.0,4,0.4,4,0.4,7.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,axiom,cot,,complex,10,9,0.9,8,0.8,8,0.8,7,0.7,8,0.8,25.6
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,nen,0_shot,,complex,10,10,1.0,4,0.4,10,1.0,4,0.4,4,0.4,12.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,nen,cot,,complex,10,10,1.0,4,0.4,10,1.0,4,0.4,4,0.4,13.7
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,ttl,0_shot,,complex,10,10,1.0,4,0.4,10,1.0,4,0.4,4,0.4,4.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,ttl,cot,,complex,10,10,1.0,6,0.6,10,1.0,6,0.6,6,0.6,18.2
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,axiom,0_shot,,moderate,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,85.2
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,axiom,cot,,moderate,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,25.1
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,nen,0_shot,,moderate,10,10,1.0,4,0.4,10,1.0,4,0.4,4,0.4,66.2
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,nen,cot,,moderate,10,10,1.0,7,0.7,10,1.0,7,0.7,7,0.7,20.2
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,ttl,0_shot,,moderate,10,10,1.0,5,0.5,10,1.0,5,0.5,5,0.5,74.9
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,ttl,cot,,moderate,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,24.0
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,axiom,0_shot,,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,25.1
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,axiom,cot,,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,10.6
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,nen,0_shot,,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,12.1
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,nen,cot,,simple,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,14.5
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,ttl,0_shot,,simple,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,7.1
kg__cq_complexity__representation__prompt_type,kg|cq_complexity|representation|prompt_type,kwg_lite,ttl,cot,,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,6.7
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,axiom,,temp0.0,complex,10,10,1.0,6,0.6,10,1.0,6,0.6,5,0.5,6.1
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,axiom,,temp1.0,complex,10,10,1.0,6,0.6,10,1.0,6,0.6,6,0.6,7.1
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,nen,,temp0.0,complex,10,10,1.0,6,0.6,10,1.0,6,0.6,6,0.6,9.1
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,nen,,temp1.0,complex,10,10,1.0,6,0.6,10,1.0,6,0.6,6,0.6,9.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,ttl,,temp0.0,complex,10,10,1.0,3,0.3,10,1.0,3,0.3,3,0.3,4.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,ttl,,temp1.0,complex,10,9,0.9,4,0.4,9,0.9,4,0.4,4,0.4,5.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,axiom,,temp0.0,moderate,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,24.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,axiom,,temp1.0,moderate,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,23.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,nen,,temp0.0,moderate,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,25.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,nen,,temp1.0,moderate,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,24.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,ttl,,temp0.0,moderate,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,20.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,ttl,,temp1.0,moderate,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,19.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,axiom,,temp0.0,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,18.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,axiom,,temp1.0,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,21.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,nen,,temp0.0,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,18.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,nen,,temp1.0,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,19.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,ttl,,temp0.0,simple,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,18.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_rich,ttl,,temp1.0,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,17.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,axiom,,temp0.0,complex,10,10,1.0,3,0.3,10,1.0,3,0.3,3,0.3,5.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,axiom,,temp1.0,complex,10,9,0.9,2,0.2,9,0.9,2,0.2,2,0.2,3.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,nen,,temp0.0,complex,10,10,1.0,4,0.4,10,1.0,4,0.4,4,0.4,6.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,nen,,temp1.0,complex,10,10,1.0,2,0.2,9,0.9,2,0.2,2,0.2,3.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,ttl,,temp0.0,complex,10,10,1.0,2,0.2,10,1.0,2,0.2,2,0.2,4.1
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,ttl,,temp1.0,complex,10,10,1.0,1,0.1,10,1.0,1,0.1,1,0.1,2.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,axiom,,temp0.0,moderate,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,18.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,axiom,,temp1.0,moderate,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,16.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,nen,,temp0.0,moderate,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,23.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,nen,,temp1.0,moderate,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,18.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,ttl,,temp0.0,moderate,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,16.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,ttl,,temp1.0,moderate,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,17.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,axiom,,temp0.0,simple,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,14.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,axiom,,temp1.0,simple,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,14.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,nen,,temp0.0,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,17.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,nen,,temp1.0,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,15.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,ttl,,temp0.0,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,15.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,core_scholar_shallow,ttl,,temp1.0,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,15.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,axiom,,temp0.0,complex,10,10,1.0,1,0.1,10,1.0,1,0.1,1,0.1,0.4
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,axiom,,temp1.0,complex,10,10,1.0,1,0.1,10,1.0,1,0.1,1,0.1,1.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,nen,,temp0.0,complex,10,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,nen,,temp1.0,complex,10,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,ttl,,temp0.0,complex,10,10,1.0,1,0.1,10,1.0,1,0.1,1,0.1,2.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,ttl,,temp1.0,complex,10,9,0.9,1,0.1,9,0.9,1,0.1,1,0.1,1.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,axiom,,temp0.0,moderate,10,10,1.0,5,0.5,10,1.0,5,0.5,5,0.5,24.1
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,axiom,,temp1.0,moderate,10,10,1.0,5,0.5,10,1.0,5,0.5,5,0.5,24.1
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,nen,,temp0.0,moderate,10,10,1.0,2,0.2,10,1.0,2,0.2,3,0.3,11.7
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,nen,,temp1.0,moderate,10,10,1.0,2,0.2,10,1.0,2,0.2,2,0.2,20.8
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,ttl,,temp0.0,moderate,10,9,0.9,4,0.4,9,0.9,4,0.4,4,0.4,25.9
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,ttl,,temp1.0,moderate,10,10,1.0,7,0.7,10,1.0,7,0.7,8,0.8,32.7
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,axiom,,temp0.0,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,277.6
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,axiom,,temp1.0,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,538.2
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,nen,,temp0.0,simple,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,447.7
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,nen,,temp1.0,simple,10,10,1.0,7,0.7,10,1.0,7,0.7,7,0.7,771.6
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,ttl,,temp0.0,simple,10,10,1.0,7,0.7,10,1.0,7,0.7,7,0.7,509.2
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg,ttl,,temp1.0,simple,10,10,1.0,7,0.7,10,1.0,7,0.7,7,0.7,207.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,axiom,,temp0.0,complex,10,10,1.0,6,0.6,10,1.0,6,0.6,6,0.6,12.9
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,axiom,,temp1.0,complex,10,9,0.9,6,0.6,8,0.8,5,0.5,6,0.6,19.7
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,nen,,temp0.0,complex,10,10,1.0,4,0.4,10,1.0,4,0.4,4,0.4,10.9
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,nen,,temp1.0,complex,10,10,1.0,4,0.4,10,1.0,4,0.4,4,0.4,14.8
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,ttl,,temp0.0,complex,10,10,1.0,5,0.5,10,1.0,5,0.5,5,0.5,11.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,ttl,,temp1.0,complex,10,10,1.0,5,0.5,10,1.0,5,0.5,5,0.5,11.2
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,axiom,,temp0.0,moderate,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,41.6
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,axiom,,temp1.0,moderate,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,68.7
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,nen,,temp0.0,moderate,10,10,1.0,4,0.4,10,1.0,4,0.4,4,0.4,8.4
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,nen,,temp1.0,moderate,10,10,1.0,7,0.7,10,1.0,7,0.7,7,0.7,78.0
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,ttl,,temp0.0,moderate,10,10,1.0,7,0.7,10,1.0,7,0.7,7,0.7,19.7
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,ttl,,temp1.0,moderate,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,79.2
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,axiom,,temp0.0,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,22.8
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,axiom,,temp1.0,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,12.9
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,nen,,temp0.0,simple,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,10.5
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,nen,,temp1.0,simple,10,10,1.0,9,0.9,10,1.0,9,0.9,9,0.9,16.1
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,ttl,,temp0.0,simple,10,10,1.0,8,0.8,10,1.0,8,0.8,8,0.8,6.8
kg__cq_complexity__representation__temperature_label,kg|cq_complexity|representation|temperature_label,kwg_lite,ttl,,temp1.0,simple,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,7.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,0_shot,temp0.0,complex,15,15,1.0,7,0.4667,15,1.0,7,0.4667,6,0.4,5.4
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,0_shot,temp1.0,complex,15,15,1.0,9,0.6,15,1.0,9,0.6,9,0.6,8.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,cot,temp0.0,complex,15,15,1.0,8,0.5333,15,1.0,8,0.5333,8,0.5333,7.4
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,cot,temp1.0,complex,15,14,0.9333,7,0.4667,14,0.9333,7,0.4667,7,0.4667,6.0667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,0_shot,temp0.0,moderate,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,22.6667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,0_shot,temp1.0,moderate,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,23.3333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,cot,temp0.0,moderate,15,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,23.3333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,cot,temp1.0,moderate,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,20.6667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,0_shot,temp0.0,simple,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,16.6667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,0_shot,temp1.0,simple,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,16.6667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,cot,temp0.0,simple,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,19.3333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_rich,,cot,temp1.0,simple,15,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,21.3333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,0_shot,temp0.0,complex,15,15,1.0,5,0.3333,15,1.0,5,0.3333,5,0.3333,6.0667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,0_shot,temp1.0,complex,15,14,0.9333,1,0.0667,14,0.9333,1,0.0667,1,0.0667,1.3333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,cot,temp0.0,complex,15,15,1.0,4,0.2667,15,1.0,4,0.2667,4,0.2667,4.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,cot,temp1.0,complex,15,15,1.0,4,0.2667,14,0.9333,4,0.2667,4,0.2667,4.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,0_shot,temp0.0,moderate,15,15,1.0,13,0.8667,15,1.0,13,0.8667,13,0.8667,20.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,0_shot,temp1.0,moderate,15,15,1.0,12,0.8,15,1.0,12,0.8,12,0.8,18.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,cot,temp0.0,moderate,15,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,18.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,cot,temp1.0,moderate,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,16.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,0_shot,temp0.0,simple,15,15,1.0,12,0.8,15,1.0,12,0.8,12,0.8,15.3333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,0_shot,temp1.0,simple,15,15,1.0,12,0.8,15,1.0,12,0.8,12,0.8,14.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,cot,temp0.0,simple,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,15.3333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,core_scholar_shallow,,cot,temp1.0,simple,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,15.3333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,0_shot,temp0.0,complex,15,15,1.0,1,0.0667,15,1.0,1,0.0667,1,0.0667,1.3333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,0_shot,temp1.0,complex,15,15,1.0,1,0.0667,15,1.0,1,0.0667,1,0.0667,0.6667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,cot,temp0.0,complex,15,15,1.0,1,0.0667,15,1.0,1,0.0667,1,0.0667,0.2667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,cot,temp1.0,complex,15,14,0.9333,1,0.0667,14,0.9333,1,0.0667,1,0.0667,0.6667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,0_shot,temp0.0,moderate,15,14,0.9333,1,0.0667,14,0.9333,1,0.0667,1,0.0667,0.6667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,0_shot,temp1.0,moderate,15,15,1.0,3,0.2,15,1.0,3,0.2,4,0.2667,2.7333
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,cot,temp0.0,moderate,15,15,1.0,10,0.6667,15,1.0,10,0.6667,11,0.7333,40.4667
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,cot,temp1.0,moderate,15,15,1.0,11,0.7333,15,1.0,11,0.7333,11,0.7333,49.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,0_shot,temp0.0,simple,15,15,1.0,13,0.8667,15,1.0,13,0.8667,13,0.8667,287.8
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,0_shot,temp1.0,simple,15,15,1.0,11,0.7333,15,1.0,11,0.7333,11,0.7333,629.0
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,cot,temp0.0,simple,15,15,1.0,11,0.7333,15,1.0,11,0.7333,11,0.7333,535.2
kg__cq_complexity__prompt_type__temperature_label,kg|cq_complexity|prompt_type|temperature_label,kwg,,cot,temp1.0,simple,15,15,1.0,12,0.8,15,1.0,12,0.8,12,0.8,382.2
